,Name,Class.Family,chr,start,end
13814,AluSx3,SINE/Alu,chr22,34207664,34207973
13815,AluSx1,SINE/Alu,chr22,34208798,34209105
13816,AluSz6,SINE/Alu,chr22,34211044,34211331
13817,AluSc,SINE/Alu,chr22,34216019,34216313
13818,AluSq2,SINE/Alu,chr22,34217571,34217910
13819,AluSq2,SINE/Alu,chr22,34219994,34220294
13820,AluJb,SINE/Alu,chr22,34221036,34221331
13821,AluSx1,SINE/Alu,chr22,34228012,34228302
13822,AluSz6,SINE/Alu,chr22,34235439,34235728
13823,AluSq2,SINE/Alu,chr22,34241521,34241819
13824,AluSx,SINE/Alu,chr22,34243536,34243839
13825,AluJo,SINE/Alu,chr22,34244990,34245121
13826,AluSx1,SINE/Alu,chr22,34247265,34247570
13827,AluSx1,SINE/Alu,chr22,34247735,34247980
13828,AluSx3,SINE/Alu,chr22,34263770,34263925
13829,AluSc,SINE/Alu,chr22,34264923,34265208
13830,AluY,SINE/Alu,chr22,34265848,34266142
13831,AluSq2,SINE/Alu,chr22,34273213,34273512
13832,AluSx,SINE/Alu,chr22,34274718,34275015
13833,AluSx1,SINE/Alu,chr22,34286654,34286944
13834,AluJo,SINE/Alu,chr22,34288129,34288412
13835,AluSx1,SINE/Alu,chr22,34290928,34291233
13836,AluSx1,SINE/Alu,chr22,34300533,34300819
13837,AluYe5,SINE/Alu,chr22,34305169,34305464
13838,AluSc,SINE/Alu,chr22,34305780,34306069
13839,AluY,SINE/Alu,chr22,34310364,34310659
13840,AluSx3,SINE/Alu,chr22,34321180,34321459
13841,AluSq2,SINE/Alu,chr22,34322156,34322456
13842,AluSg7,SINE/Alu,chr22,34322458,34322722
13843,Alu,SINE/Alu,chr22,34322735,34322792
13844,AluSc,SINE/Alu,chr22,34324035,34324328
13845,FRAM,SINE/Alu,chr22,34325578,34325654
13846,AluSx,SINE/Alu,chr22,34325745,34326050
13847,AluSq2,SINE/Alu,chr22,34331190,34331494
13848,AluSx,SINE/Alu,chr22,34331810,34332024
13849,AluSz,SINE/Alu,chr22,34332025,34332124
13850,AluY,SINE/Alu,chr22,34339958,34340267
13851,AluSx,SINE/Alu,chr22,34343565,34343873
13852,AluSc5,SINE/Alu,chr22,34345555,34345837
13853,AluY,SINE/Alu,chr22,34347435,34347736
13854,AluY,SINE/Alu,chr22,34358479,34358780
13855,AluY,SINE/Alu,chr22,34362825,34363126
13856,AluSx1,SINE/Alu,chr22,34364063,34364364
13857,AluSx1,SINE/Alu,chr22,34395760,34396061
13858,AluSg,SINE/Alu,chr22,34397249,34397545
13859,AluY,SINE/Alu,chr22,34399646,34399955
13860,AluJr,SINE/Alu,chr22,34403515,34403801
13861,AluSx,SINE/Alu,chr22,34406081,34406376
13862,AluSx,SINE/Alu,chr22,34411574,34411875
13863,AluSq2,SINE/Alu,chr22,34417681,34417977
13864,AluSc,SINE/Alu,chr22,34418915,34419224
13865,AluSx,SINE/Alu,chr22,34419254,34419548
13866,AluSx1,SINE/Alu,chr22,34423208,34423483
13867,AluSq2,SINE/Alu,chr22,34424358,34424648
13868,AluSz6,SINE/Alu,chr22,34430193,34430504
13869,AluSx,SINE/Alu,chr22,34430662,34430808
13870,AluSx,SINE/Alu,chr22,34430942,34431243
13871,AluSg,SINE/Alu,chr22,34433737,34434029
13872,AluSg,SINE/Alu,chr22,34436171,34436461
13873,AluYf1,SINE/Alu,chr22,34436765,34437074
13874,AluSx1,SINE/Alu,chr22,34438360,34438660
13875,AluJr,SINE/Alu,chr22,34448274,34448576
13876,AluSx1,SINE/Alu,chr22,34452059,34452358
13877,AluSz,SINE/Alu,chr22,34456361,34456661
13878,AluSp,SINE/Alu,chr22,34458076,34458332
13879,AluYj4,SINE/Alu,chr22,34460272,34460566
13880,AluSx,SINE/Alu,chr22,34461162,34461458
13881,AluSx1,SINE/Alu,chr22,34466276,34466583
13882,AluSx1,SINE/Alu,chr22,34476619,34476913
13883,AluJb,SINE/Alu,chr22,34481606,34481900
13884,AluSx,SINE/Alu,chr22,34497957,34498250
13885,AluSx1,SINE/Alu,chr22,34499759,34500000
13886,FLAM_C,SINE/Alu,chr22,34500003,34500079
13887,AluSp,SINE/Alu,chr22,34515968,34516274
13888,AluSx3,SINE/Alu,chr22,34519714,34519996
13889,AluSz6,SINE/Alu,chr22,34532195,34532482
13890,AluSx1,SINE/Alu,chr22,34532785,34533088
13891,AluSp,SINE/Alu,chr22,34533536,34533819
13892,AluYa5,SINE/Alu,chr22,34540144,34540451
13893,AluSq2,SINE/Alu,chr22,34545247,34545539
13894,AluY,SINE/Alu,chr22,34560189,34560468
13895,AluSx1,SINE/Alu,chr22,34564825,34565121
13896,AluSp,SINE/Alu,chr22,34565485,34565536
13897,AluSc,SINE/Alu,chr22,34566001,34566293
13898,AluSq2,SINE/Alu,chr22,34566831,34567130
13899,AluJr,SINE/Alu,chr22,34574564,34574874
13900,AluJb,SINE/Alu,chr22,34575591,34575882
13901,AluSx,SINE/Alu,chr22,34577214,34577524
13902,AluY,SINE/Alu,chr22,34577772,34578072
13903,AluSx,SINE/Alu,chr22,34579967,34580265
13904,AluSp,SINE/Alu,chr22,34580945,34581235
13905,AluSx4,SINE/Alu,chr22,34581664,34581887
13906,AluSg,SINE/Alu,chr22,34586656,34586953
13907,AluSq,SINE/Alu,chr22,34588447,34588729
13908,AluSq,SINE/Alu,chr22,34593583,34593852
13909,AluSc,SINE/Alu,chr22,34595842,34596135
13910,AluSc,SINE/Alu,chr22,34601416,34601724
13911,AluSp,SINE/Alu,chr22,34609374,34609680
13912,AluJr,SINE/Alu,chr22,34611147,34611414
13913,AluSx1,SINE/Alu,chr22,34616442,34616741
13914,AluY,SINE/Alu,chr22,34616955,34617251
13915,AluJb,SINE/Alu,chr22,34617767,34618071
13916,AluY,SINE/Alu,chr22,34619903,34620205
13917,AluSz,SINE/Alu,chr22,34621083,34621363
13918,AluSc,SINE/Alu,chr22,34621868,34622141
13919,AluSc,SINE/Alu,chr22,34622143,34622238
13920,AluSz6,SINE/Alu,chr22,34622470,34622594
13921,AluSc,SINE/Alu,chr22,34624017,34624319
13922,AluSg,SINE/Alu,chr22,34624649,34624929
13923,AluY,SINE/Alu,chr22,34628117,34628405
13924,AluSg,SINE/Alu,chr22,34629611,34629920
13925,AluJb,SINE/Alu,chr22,34630068,34630195
13926,AluJb,SINE/Alu,chr22,34630235,34630403
13927,AluY,SINE/Alu,chr22,34633956,34634254
13928,AluSc5,SINE/Alu,chr22,34635666,34635961
13929,AluYf1,SINE/Alu,chr22,34636836,34637119
13930,AluYk12,SINE/Alu,chr22,34640393,34640566
13931,AluSc8,SINE/Alu,chr22,34642693,34642980
13932,AluSx,SINE/Alu,chr22,34644473,34644768
13933,AluSq2,SINE/Alu,chr22,34648247,34648543
13934,AluSq2,SINE/Alu,chr22,34649290,34649587
13935,AluSg7,SINE/Alu,chr22,34656954,34657256
13936,AluSp,SINE/Alu,chr22,34658402,34658708
13937,AluSx,SINE/Alu,chr22,34658910,34659192
13938,AluSq2,SINE/Alu,chr22,34664855,34665159
13939,AluSp,SINE/Alu,chr22,34666008,34666319
13940,AluSc,SINE/Alu,chr22,34673958,34674245
13941,AluSx1,SINE/Alu,chr22,34686602,34686883
13942,AluSq4,SINE/Alu,chr22,34690584,34690884
13943,AluSx1,SINE/Alu,chr22,34694693,34694954
13944,AluSq2,SINE/Alu,chr22,34701726,34702070
13945,AluSx1,SINE/Alu,chr22,34705103,34705388
13946,AluJb,SINE/Alu,chr22,34721642,34721765
13947,AluSc,SINE/Alu,chr22,34721768,34722047
13948,AluSz6,SINE/Alu,chr22,34727987,34728112
13949,AluSz,SINE/Alu,chr22,34732020,34732317
13950,AluSg,SINE/Alu,chr22,34742272,34742578
13951,AluSq,SINE/Alu,chr22,34743818,34744106
13952,AluSx,SINE/Alu,chr22,34751783,34752085
13953,AluSp,SINE/Alu,chr22,34782284,34782601
13954,AluSp,SINE/Alu,chr22,34785639,34785828
13955,AluSp,SINE/Alu,chr22,34796948,34797242
13956,AluYa8,SINE/Alu,chr22,34799180,34799292
13957,AluY,SINE/Alu,chr22,34802678,34802988
13958,AluSc8,SINE/Alu,chr22,34809853,34810149
13959,AluJr,SINE/Alu,chr22,34830954,34831205
13960,AluY,SINE/Alu,chr22,34831725,34832034
13961,AluY,SINE/Alu,chr22,34832639,34832950
13962,AluYc,SINE/Alu,chr22,34846064,34846159
13963,AluJb,SINE/Alu,chr22,34848913,34849014
13964,AluSx,SINE/Alu,chr22,34849058,34849373
13965,AluSc,SINE/Alu,chr22,34851171,34851474
13966,AluY,SINE/Alu,chr22,34856248,34856557
13967,AluY,SINE/Alu,chr22,34862974,34863292
13968,AluSz6,SINE/Alu,chr22,34869377,34869687
13969,AluSx3,SINE/Alu,chr22,34877001,34877326
13970,AluSg,SINE/Alu,chr22,34879333,34879594
13971,AluSx1,SINE/Alu,chr22,34884439,34884752
13972,AluSc,SINE/Alu,chr22,34897690,34897981
13973,AluSx4,SINE/Alu,chr22,34901560,34901839
13974,AluSx1,SINE/Alu,chr22,34925739,34925970
13975,AluSq,SINE/Alu,chr22,34929335,34929652
13976,AluSg,SINE/Alu,chr22,34930378,34930687
13977,AluSx,SINE/Alu,chr22,34933798,34934093
13978,AluSz,SINE/Alu,chr22,34938633,34938964
13979,AluSx4,SINE/Alu,chr22,34939789,34940096
13980,AluSp,SINE/Alu,chr22,34945990,34946290
13981,AluJr,SINE/Alu,chr22,34946842,34947142
13982,AluSz,SINE/Alu,chr22,34948381,34948668
13983,AluSx,SINE/Alu,chr22,34950060,34950354
13984,AluSz,SINE/Alu,chr22,34954407,34954700
13985,AluY,SINE/Alu,chr22,34955571,34955875
13986,AluY,SINE/Alu,chr22,34956550,34956847
13987,AluY,SINE/Alu,chr22,34958012,34958321
13988,AluSx4,SINE/Alu,chr22,34961611,34961921
13989,AluJb,SINE/Alu,chr22,34965450,34965615
13990,AluSq,SINE/Alu,chr22,34965998,34966303
13991,AluSz,SINE/Alu,chr22,34970644,34970954
13992,AluSz,SINE/Alu,chr22,34979219,34979507
13993,AluJb,SINE/Alu,chr22,34980817,34981115
13994,AluSx1,SINE/Alu,chr22,34981878,34982179
13995,AluSz6,SINE/Alu,chr22,34985327,34985637
13996,AluSz,SINE/Alu,chr22,34991280,34991642
13997,AluSz6,SINE/Alu,chr22,34998660,34998958
13998,AluSx1,SINE/Alu,chr22,35000687,35000997
13999,AluJb,SINE/Alu,chr22,35001469,35001770
14000,AluSc,SINE/Alu,chr22,35002293,35002596
14001,AluY,SINE/Alu,chr22,35004334,35004635
14002,AluY,SINE/Alu,chr22,35007550,35007843
14003,AluY,SINE/Alu,chr22,35011836,35012134
14004,AluSz,SINE/Alu,chr22,35012900,35013206
14005,AluSg4,SINE/Alu,chr22,35015590,35015719
14006,AluSx3,SINE/Alu,chr22,35017698,35017992
14007,AluSx,SINE/Alu,chr22,35021742,35022049
14008,AluSx1,SINE/Alu,chr22,35023507,35023804
14009,AluYm1,SINE/Alu,chr22,35024627,35024925
14010,AluSz,SINE/Alu,chr22,35039243,35039548
14011,AluSx,SINE/Alu,chr22,35041102,35041389
14012,AluSx,SINE/Alu,chr22,35042313,35042622
14013,AluSz,SINE/Alu,chr22,35048035,35048335
14014,AluJb,SINE/Alu,chr22,35053669,35053959
14015,AluSp,SINE/Alu,chr22,35061016,35061306
14016,AluY,SINE/Alu,chr22,35089783,35090040
14017,AluSx1,SINE/Alu,chr22,35093585,35093935
14018,AluSx1,SINE/Alu,chr22,35094221,35094526
14019,AluSq2,SINE/Alu,chr22,35096353,35096638
14020,AluJr,SINE/Alu,chr22,35096712,35096923
14021,AluSz,SINE/Alu,chr22,35101045,35101354
14022,AluSg,SINE/Alu,chr22,35101877,35102164
14023,AluSz,SINE/Alu,chr22,35110809,35111124
14024,AluSx1,SINE/Alu,chr22,35112395,35112687
14025,AluSx,SINE/Alu,chr22,35112688,35112823
14026,AluYf1,SINE/Alu,chr22,35115185,35115483
14027,AluSz,SINE/Alu,chr22,35121187,35121490
14028,AluY,SINE/Alu,chr22,35121820,35122081
14029,AluSc8,SINE/Alu,chr22,35122247,35122545
14030,AluSx1,SINE/Alu,chr22,35123029,35123334
14031,AluSx,SINE/Alu,chr22,35124406,35124701
14032,AluSx,SINE/Alu,chr22,35125466,35125774
14033,AluSz,SINE/Alu,chr22,35126181,35126454
14034,AluY,SINE/Alu,chr22,35129368,35129634
14035,AluSz6,SINE/Alu,chr22,35129911,35130205
14036,AluSq2,SINE/Alu,chr22,35136345,35136647
14037,FLAM_C,SINE/Alu,chr22,35140173,35140307
14038,AluSq2,SINE/Alu,chr22,35140529,35140828
14039,AluSx1,SINE/Alu,chr22,35141624,35141925
14040,AluSx,SINE/Alu,chr22,35145218,35145516
14041,AluSx,SINE/Alu,chr22,35147800,35148082
14042,AluY,SINE/Alu,chr22,35151913,35152219
14043,AluSc,SINE/Alu,chr22,35153808,35154104
14044,AluSx4,SINE/Alu,chr22,35159857,35160145
14045,AluSz,SINE/Alu,chr22,35160579,35160883
14046,AluSz6,SINE/Alu,chr22,35160989,35161152
14047,AluSz,SINE/Alu,chr22,35161153,35161453
14048,AluSc8,SINE/Alu,chr22,35163933,35164222
14049,AluY,SINE/Alu,chr22,35164592,35164894
14050,AluSx,SINE/Alu,chr22,35170021,35170247
14051,AluSq,SINE/Alu,chr22,35171762,35172053
14052,AluY,SINE/Alu,chr22,35179146,35179447
14053,AluSg,SINE/Alu,chr22,35182489,35182768
14054,AluSx,SINE/Alu,chr22,35182772,35183068
14055,AluSx,SINE/Alu,chr22,35188788,35189089
14056,AluSz6,SINE/Alu,chr22,35189166,35189494
14057,AluSx1,SINE/Alu,chr22,35191796,35192097
14058,AluJr,SINE/Alu,chr22,35193341,35193464
14059,AluYh3,SINE/Alu,chr22,35194444,35194619
14060,AluYf1,SINE/Alu,chr22,35196163,35196473
14061,AluJo,SINE/Alu,chr22,35197526,35197815
14062,AluSz,SINE/Alu,chr22,35199814,35200117
14063,AluJo,SINE/Alu,chr22,35201235,35201393
14064,AluY,SINE/Alu,chr22,35204392,35204699
14065,AluJo,SINE/Alu,chr22,35205705,35206002
14066,AluSc,SINE/Alu,chr22,35208877,35209183
14067,AluJb,SINE/Alu,chr22,35215181,35215457
14068,AluSp,SINE/Alu,chr22,35216662,35216979
14069,AluSq2,SINE/Alu,chr22,35220854,35221163
14070,AluSg,SINE/Alu,chr22,35221561,35221856
14071,AluJr,SINE/Alu,chr22,35222872,35223167
14072,AluSz,SINE/Alu,chr22,35223170,35223480
14073,AluSz,SINE/Alu,chr22,35224370,35224671
14074,AluSz,SINE/Alu,chr22,35225804,35226124
14075,AluSx1,SINE/Alu,chr22,35232133,35232315
14076,AluSq2,SINE/Alu,chr22,35243089,35243389
14077,AluSz6,SINE/Alu,chr22,35243525,35243843
14078,AluSx,SINE/Alu,chr22,35244282,35244385
14079,AluSx,SINE/Alu,chr22,35244974,35245171
14080,AluY,SINE/Alu,chr22,35246274,35246572
14081,AluSx1,SINE/Alu,chr22,35248402,35248703
14082,AluSx1,SINE/Alu,chr22,35249058,35249359
14083,AluY,SINE/Alu,chr22,35251069,35251374
14084,AluSx,SINE/Alu,chr22,35251929,35252238
14085,AluSp,SINE/Alu,chr22,35252722,35252855
14086,AluSq2,SINE/Alu,chr22,35252856,35253157
14087,AluJb,SINE/Alu,chr22,35255216,35255531
14088,AluSx,SINE/Alu,chr22,35256512,35256799
14089,AluSg4,SINE/Alu,chr22,35261156,35261452
14090,AluSz,SINE/Alu,chr22,35263291,35263580
14091,AluSx1,SINE/Alu,chr22,35265790,35266088
14092,AluJo,SINE/Alu,chr22,35266701,35267005
14093,AluSx3,SINE/Alu,chr22,35267977,35268101
14094,AluSz,SINE/Alu,chr22,35269096,35269392
14095,AluJr,SINE/Alu,chr22,35269773,35270003
14096,AluJr4,SINE/Alu,chr22,35270984,35271246
14097,AluSg,SINE/Alu,chr22,35272656,35272946
14098,AluSq2,SINE/Alu,chr22,35275111,35275419
14099,AluJb,SINE/Alu,chr22,35275598,35275748
14100,AluSq2,SINE/Alu,chr22,35277341,35277647
14101,AluJr,SINE/Alu,chr22,35278642,35278851
14102,AluJo,SINE/Alu,chr22,35278851,35279055
14103,AluSp,SINE/Alu,chr22,35279133,35279436
14104,AluY,SINE/Alu,chr22,35282180,35282460
14105,AluSx1,SINE/Alu,chr22,35283508,35283795
14106,AluJr,SINE/Alu,chr22,35285124,35285263
14107,AluSx,SINE/Alu,chr22,35285264,35285577
14108,AluJr,SINE/Alu,chr22,35285578,35285732
14109,AluSq2,SINE/Alu,chr22,35286568,35286872
14110,AluSp,SINE/Alu,chr22,35287667,35287959
14111,AluJr,SINE/Alu,chr22,35288704,35288822
14112,AluSx4,SINE/Alu,chr22,35288860,35289167
14113,AluJr,SINE/Alu,chr22,35289177,35289493
14114,AluY,SINE/Alu,chr22,35290365,35290657
14115,AluSz6,SINE/Alu,chr22,35290982,35291285
14116,AluJr,SINE/Alu,chr22,35297099,35297398
14117,AluY,SINE/Alu,chr22,35297454,35297768
14118,FLAM_C,SINE/Alu,chr22,35297904,35298036
14119,AluSx,SINE/Alu,chr22,35298436,35298728
14120,AluJb,SINE/Alu,chr22,35300930,35301226
14121,AluSp,SINE/Alu,chr22,35302303,35302630
14122,AluSz,SINE/Alu,chr22,35303493,35303796
14123,AluY,SINE/Alu,chr22,35304470,35304777
14124,AluSc,SINE/Alu,chr22,35305380,35305674
14125,AluSg,SINE/Alu,chr22,35308276,35308581
14126,AluSx1,SINE/Alu,chr22,35309362,35309669
14127,AluSc,SINE/Alu,chr22,35310277,35310561
14128,AluSg7,SINE/Alu,chr22,35311973,35312264
14129,AluSx1,SINE/Alu,chr22,35313073,35313364
14130,AluSq2,SINE/Alu,chr22,35317184,35317486
14131,AluJo,SINE/Alu,chr22,35320831,35321001
14132,AluJo,SINE/Alu,chr22,35321069,35321185
14133,AluSz6,SINE/Alu,chr22,35321342,35321425
14134,AluSz,SINE/Alu,chr22,35321426,35321698
14135,FLAM_A,SINE/Alu,chr22,35324300,35324429
14136,AluSz,SINE/Alu,chr22,35324554,35324849
14137,AluSx,SINE/Alu,chr22,35328951,35329246
14138,AluY,SINE/Alu,chr22,35329998,35330289
14139,AluJr,SINE/Alu,chr22,35331094,35331407
14140,AluSx1,SINE/Alu,chr22,35331602,35331908
14141,AluY,SINE/Alu,chr22,35336940,35337228
14142,AluSx,SINE/Alu,chr22,35339049,35339348
14143,AluYa5,SINE/Alu,chr22,35339623,35339919
14144,AluJb,SINE/Alu,chr22,35340465,35340761
14145,FRAM,SINE/Alu,chr22,35341996,35342158
14146,AluSp,SINE/Alu,chr22,35351923,35352221
14147,AluSq,SINE/Alu,chr22,35353681,35353992
14148,AluSz,SINE/Alu,chr22,35354685,35354985
14149,AluSz,SINE/Alu,chr22,35355443,35355735
14150,AluSx1,SINE/Alu,chr22,35356252,35356551
14151,AluJb,SINE/Alu,chr22,35356777,35356976
14152,AluSx,SINE/Alu,chr22,35356977,35357288
14153,AluJb,SINE/Alu,chr22,35357289,35357432
14154,AluSg,SINE/Alu,chr22,35357648,35357944
14155,AluSq2,SINE/Alu,chr22,35358939,35359235
14156,AluY,SINE/Alu,chr22,35360126,35360438
14157,AluSx1,SINE/Alu,chr22,35360492,35360795
14158,AluJr,SINE/Alu,chr22,35360913,35361047
14159,AluSc8,SINE/Alu,chr22,35361560,35361741
14160,AluSx1,SINE/Alu,chr22,35361742,35362011
14161,AluJb,SINE/Alu,chr22,35362715,35363021
14162,AluJb,SINE/Alu,chr22,35363041,35363338
14163,AluSp,SINE/Alu,chr22,35363350,35363657
14164,AluSq2,SINE/Alu,chr22,35364052,35364348
14165,AluJb,SINE/Alu,chr22,35364466,35364731
14166,AluSz6,SINE/Alu,chr22,35364771,35365074
14167,AluSx3,SINE/Alu,chr22,35365168,35365459
14168,AluSx1,SINE/Alu,chr22,35365849,35366143
14169,AluYh3,SINE/Alu,chr22,35366479,35366656
14170,AluY,SINE/Alu,chr22,35366658,35366966
14171,AluSx1,SINE/Alu,chr22,35367919,35368223
14172,AluSq2,SINE/Alu,chr22,35368695,35368800
14173,AluYm1,SINE/Alu,chr22,35369034,35369344
14174,AluJb,SINE/Alu,chr22,35370640,35370889
14175,AluSx,SINE/Alu,chr22,35371087,35371336
14176,AluSg7,SINE/Alu,chr22,35371337,35371636
14177,AluYk2,SINE/Alu,chr22,35372507,35372808
14178,AluSz6,SINE/Alu,chr22,35372998,35373161
14179,AluJb,SINE/Alu,chr22,35373191,35373474
14180,AluSp,SINE/Alu,chr22,35373542,35373771
14181,AluJr4,SINE/Alu,chr22,35374311,35374503
14182,AluSq2,SINE/Alu,chr22,35374705,35374997
14183,AluSx1,SINE/Alu,chr22,35376338,35376647
14184,AluSx,SINE/Alu,chr22,35377454,35377597
14185,AluSx,SINE/Alu,chr22,35378968,35379131
14186,AluJo,SINE/Alu,chr22,35379688,35380028
14187,AluSx1,SINE/Alu,chr22,35382315,35382662
14188,AluSx1,SINE/Alu,chr22,35382664,35382957
14189,AluSx1,SINE/Alu,chr22,35384079,35384381
14190,AluJr,SINE/Alu,chr22,35385434,35385609
14191,AluSg,SINE/Alu,chr22,35385610,35385929
14192,AluY,SINE/Alu,chr22,35385937,35386255
14193,AluJr,SINE/Alu,chr22,35386256,35386408
14194,AluJb,SINE/Alu,chr22,35387913,35388120
14195,AluJo,SINE/Alu,chr22,35388182,35388489
14196,AluY,SINE/Alu,chr22,35388506,35388822
14197,AluSx3,SINE/Alu,chr22,35389434,35389740
14198,FLAM_C,SINE/Alu,chr22,35390108,35390230
14199,AluSx1,SINE/Alu,chr22,35390231,35390528
14200,AluJb,SINE/Alu,chr22,35390529,35390550
14201,AluY,SINE/Alu,chr22,35391284,35391586
14202,AluJb,SINE/Alu,chr22,35391587,35391772
14203,AluSz,SINE/Alu,chr22,35391943,35392251
14204,AluSg7,SINE/Alu,chr22,35392716,35393015
14205,AluSx1,SINE/Alu,chr22,35394345,35394651
14206,AluJb,SINE/Alu,chr22,35395240,35395551
14207,AluSg,SINE/Alu,chr22,35395560,35395862
14208,AluY,SINE/Alu,chr22,35396108,35396421
14209,AluSz,SINE/Alu,chr22,35396530,35396828
14210,AluSg,SINE/Alu,chr22,35397038,35397327
14211,AluJb,SINE/Alu,chr22,35397435,35397635
14212,AluSq2,SINE/Alu,chr22,35397939,35398230
14213,AluJr,SINE/Alu,chr22,35398235,35398416
14214,AluSx,SINE/Alu,chr22,35398417,35398717
14215,AluJr,SINE/Alu,chr22,35398718,35398835
14216,AluSz,SINE/Alu,chr22,35398962,35399264
14217,AluJb,SINE/Alu,chr22,35399548,35399846
14218,AluSz,SINE/Alu,chr22,35400824,35401119
14219,AluJb,SINE/Alu,chr22,35402122,35402253
14220,AluSx1,SINE/Alu,chr22,35402317,35402550
14221,AluSz6,SINE/Alu,chr22,35402554,35402843
14222,AluJr,SINE/Alu,chr22,35403840,35404128
14223,AluSq,SINE/Alu,chr22,35405021,35405260
14224,AluSz,SINE/Alu,chr22,35405372,35405666
14225,AluSx1,SINE/Alu,chr22,35405728,35406037
14226,AluY,SINE/Alu,chr22,35408966,35409261
14227,AluJr,SINE/Alu,chr22,35409299,35409593
14228,AluY,SINE/Alu,chr22,35413044,35413343
14229,AluJb,SINE/Alu,chr22,35414338,35414619
14230,FLAM_A,SINE/Alu,chr22,35415076,35415208
14231,AluSz,SINE/Alu,chr22,35418379,35418671
14232,AluJr,SINE/Alu,chr22,35420848,35421151
14233,AluJr,SINE/Alu,chr22,35427893,35428003
14234,AluSx1,SINE/Alu,chr22,35428010,35428321
14235,FLAM_C,SINE/Alu,chr22,35428324,35428455
14236,AluJo,SINE/Alu,chr22,35428786,35428955
14237,AluSx1,SINE/Alu,chr22,35428956,35429285
14238,AluSx,SINE/Alu,chr22,35429526,35429826
14239,AluSx3,SINE/Alu,chr22,35430503,35430809
14240,AluJo,SINE/Alu,chr22,35432941,35433235
14241,AluSx1,SINE/Alu,chr22,35434870,35435167
14242,AluSp,SINE/Alu,chr22,35435885,35436194
14243,AluSp,SINE/Alu,chr22,35440778,35441075
14244,AluSz6,SINE/Alu,chr22,35443198,35443487
14245,AluJr,SINE/Alu,chr22,35444732,35444856
14246,AluSx,SINE/Alu,chr22,35445326,35445497
14247,AluY,SINE/Alu,chr22,35445498,35445810
14248,AluSz,SINE/Alu,chr22,35447434,35447766
14249,AluJr,SINE/Alu,chr22,35449773,35450056
14250,AluJb,SINE/Alu,chr22,35455205,35455368
14251,AluJb,SINE/Alu,chr22,35455407,35455543
14252,AluSz,SINE/Alu,chr22,35456141,35456447
14253,AluSp,SINE/Alu,chr22,35456449,35456737
14254,AluJb,SINE/Alu,chr22,35456740,35457034
14255,AluY,SINE/Alu,chr22,35457243,35457555
14256,AluYe5,SINE/Alu,chr22,35459832,35459900
14257,AluSx,SINE/Alu,chr22,35459924,35460156
14258,AluSx3,SINE/Alu,chr22,35460158,35460324
14259,AluSx,SINE/Alu,chr22,35460337,35460644
14260,AluJb,SINE/Alu,chr22,35461410,35461721
14261,AluSz,SINE/Alu,chr22,35461787,35462098
14262,AluJo,SINE/Alu,chr22,35465607,35465782
14263,AluSz,SINE/Alu,chr22,35465783,35466051
14264,AluJo,SINE/Alu,chr22,35466052,35466203
14265,AluJo,SINE/Alu,chr22,35466426,35466721
14266,AluSc5,SINE/Alu,chr22,35466960,35467267
14267,AluSc8,SINE/Alu,chr22,35468626,35468929
14268,AluSx1,SINE/Alu,chr22,35468934,35469234
14269,AluSx4,SINE/Alu,chr22,35470002,35470298
14270,AluSz,SINE/Alu,chr22,35474665,35474959
14271,AluSq2,SINE/Alu,chr22,35475977,35476285
14272,AluSx1,SINE/Alu,chr22,35477674,35477975
14273,AluSx,SINE/Alu,chr22,35479077,35479390
14274,AluSx,SINE/Alu,chr22,35481751,35482040
14275,AluSx1,SINE/Alu,chr22,35482555,35482861
14276,AluSq2,SINE/Alu,chr22,35484428,35484735
14277,AluSp,SINE/Alu,chr22,35485795,35486104
14278,AluSc8,SINE/Alu,chr22,35487055,35487360
14279,AluSx1,SINE/Alu,chr22,35487888,35488182
14280,AluSp,SINE/Alu,chr22,35490839,35491148
14281,AluSc5,SINE/Alu,chr22,35494593,35494832
14282,AluSc8,SINE/Alu,chr22,35495879,35496188
14283,AluSx,SINE/Alu,chr22,35497123,35497452
14284,AluJr,SINE/Alu,chr22,35497783,35498062
14285,AluSc8,SINE/Alu,chr22,35499270,35499567
14286,AluSz,SINE/Alu,chr22,35499576,35499717
14287,AluSx1,SINE/Alu,chr22,35500871,35501182
14288,AluSg,SINE/Alu,chr22,35501363,35501664
14289,AluYk2,SINE/Alu,chr22,35502325,35502486
14290,FLAM_C,SINE/Alu,chr22,35504071,35504169
14291,AluSx1,SINE/Alu,chr22,35507006,35507312
14292,AluSz,SINE/Alu,chr22,35507705,35507994
14293,FLAM_C,SINE/Alu,chr22,35508486,35508610
14294,AluJr4,SINE/Alu,chr22,35513313,35513451
14295,AluJr,SINE/Alu,chr22,35514773,35515080
14296,FLAM_C,SINE/Alu,chr22,35515375,35515499
14297,AluSx,SINE/Alu,chr22,35515635,35515942
14298,AluSx1,SINE/Alu,chr22,35516211,35516517
14299,AluSq,SINE/Alu,chr22,35517036,35517334
14300,AluSg,SINE/Alu,chr22,35524204,35524504
14301,AluSx1,SINE/Alu,chr22,35524803,35525099
14302,AluJb,SINE/Alu,chr22,35525900,35526242
14303,AluSp,SINE/Alu,chr22,35527664,35527945
14304,AluSx1,SINE/Alu,chr22,35528535,35528815
14305,AluSx1,SINE/Alu,chr22,35528847,35528873
14306,AluSx,SINE/Alu,chr22,35530472,35530773
14307,AluJr,SINE/Alu,chr22,35531054,35531355
